fir_id,crime_type,severity,status,date,time,area,city,state,lat,lng,crime_description,victim_name,victim_gender,victim_age,victim_contact,victim_email,victim_address
FIR100510,Cybercrime,Critical,Pending,2025-05-23,03:55:50,Goregaon East Ext Ext,Mumbai,Maharashtra,19.16539478605743,72.86824110324736,Totam facere quidem laborum ipsum dignissimos repellat velit corrupti rerum.,Ijaya Pandey,Female,75,01632346729,hardik46@example.org,"10, Lad, Tiruchirappalli-423165"
FIR100511,Murder,Low,Resolved,2026-01-23,09:20:29,Kandivali East,Mumbai,Maharashtra,19.200769476648897,72.8640002600533,Odit eveniet minima autem similique modi laborum similique deleniti maiores consequuntur ut.,Orinder Mishra,Male,56,4938743027,wkulkarni@example.net,"H.No. 372, Singhal Chowk, Nagaon 760634"
FIR100512,Assault,Medium,Active,2025-10-11,08:40:21,Bhandup Ext,Mumbai,Maharashtra,19.155852479155598,72.93458414113167,Nesciunt sint atque exercitationem sit facilis iusto in minus.,Krish Munshi,Other,45,+916938597779,indira34@example.com,"04/61, Narang Chowk, Salem 017999"
FIR100513,Murder,Low,Resolved,2025-03-08,21:59:17,Malad East Ext,Mumbai,Maharashtra,19.184896962307366,72.85760719837067,Optio aspernatur temporibus nihil doloribus vel commodi incidunt quas rerum eveniet esse qui iste aut.,William Mody,Female,59,+911475469263,nairtara@example.net,"H.No. 20, Mangat Street, Raiganj-441723"
FIR100514,Assault,Low,Resolved,2026-01-26,08:33:03,Ghatkopar East,Mumbai,Maharashtra,19.075202072291205,72.92443382619166,Accusamus provident eos mollitia nesciunt beatae quae eveniet adipisci nemo omnis enim.,Qadim Prakash,Other,72,+919676291603,naveen38@example.net,"53, Ramachandran Circle, Sultan Pur Majra 254853"
FIR100515,Assault,Medium,Pending,2026-01-03,16:06:40,Dadar Ext,Mumbai,Maharashtra,19.01409472870243,72.84327467797924,Aliquam totam ad ut impedit ut expedita explicabo possimus quo distinctio.,Yasti Rama,Male,23,+914841376815,nandini52@example.com,"89, Mand Nagar, Malegaon-864100"
FIR100516,Assault,Low,Pending,2025-03-20,14:51:40,Colaba,Mumbai,Maharashtra,18.901875523633667,72.81817387930572,Magni aspernatur aperiam quidem consequatur corrupti ipsa ex ipsum saepe occaecati ut.,Lakshit Rajagopal,Male,20,+911856724380,nathindira@example.net,"55/74, Chand Street, Alwar 599009"
FIR100517,Burglary,Critical,Pending,2025-05-09,22:29:25,Malad East Ext,Mumbai,Maharashtra,19.18249840382714,72.85531517849934,Fuga soluta fuga sunt blanditiis dolor ipsum sed qui repellat dolorum.,Quincy Sur,Female,75,00176563600,edhithamohan@example.org,"14/60, Suresh Road, Bareilly-378844"
FIR100518,Assault,Low,Pending,2025-03-12,10:43:12,Kandivali West,Mumbai,Maharashtra,19.207431418739187,72.85005279050078,Iusto aliquam laudantium quae soluta tempora nobis eligendi rerum necessitatibus qui iure eaque quaerat tempora ipsa.,Ojas Suri,Other,52,01257771183,ravidhriti@example.net,"H.No. 661, Seth Circle, Vijayanagaram-672636"
FIR100519,Fraud,Medium,Active,2026-01-07,23:31:13,Wadala Ext,Mumbai,Maharashtra,19.02241381086399,72.85376725448803,Deserunt natus ratione omnis laborum culpa facilis dolore temporibus.,Logan Grover,Female,35,7274220912,wgrewal@example.com,"41/858, Bandi, Jalgaon 729108"
FIR100520,Drug Offense,Critical,Active,2025-03-09,15:49:54,Kandivali East Ext,Mumbai,Maharashtra,19.206103256166546,72.87761488289071,Quod inventore ea quasi accusantium error quos tenetur voluptates.,Shravya Bera,Male,28,01862104275,alkasunder@example.com,"H.No. 786, Mannan Nagar, Bharatpur 605033"
FIR100521,Murder,Medium,Pending,2025-11-11,04:01:50,Bhandup Ext Ext,Mumbai,Maharashtra,19.161259982542383,72.9392828780137,Corporis laboriosam facere rem velit repellendus veniam possimus dicta aut temporibus odio aliquid excepturi.,Aditya Sundaram,Male,71,+913083708164,raksha52@example.org,"98, Kakar Ganj, Tenali-730671"
FIR100522,Theft,Medium,Active,2025-08-29,21:51:59,Ghatkopar East,Mumbai,Maharashtra,19.074013536257155,72.92322547421247,Excepturi dolores enim explicabo vitae suscipit facilis ipsa deleniti commodi voluptatibus vero.,Robert Rajagopalan,Other,37,00900633533,amol13@example.net,"26/679, Bumb Road, Anand-886538"
FIR100523,Vandalism,High,Pending,2025-03-28,20:12:54,Borivali East Ext,Mumbai,Maharashtra,19.21750638781053,72.8530374808542,Dignissimos recusandae unde laborum voluptas quisquam impedit amet reprehenderit nostrum.,Nilima Swamy,Other,22,+910600531312,yashawini84@example.net,"73, Sachdeva, Avadi 898760"
FIR100524,Cybercrime,High,Resolved,2025-05-12,04:07:22,Goregaon West Ext,Mumbai,Maharashtra,19.157875029758852,72.8547602634303,Error rem neque adipisci impedit quaerat eos.,Sachi Suresh,Other,36,2068155839,mitaliborra@example.org,"H.No. 492, Dalal Street, Allahabad 861867"
FIR100525,Domestic Violence,Medium,Resolved,2025-05-16,14:51:21,Dadar,Mumbai,Maharashtra,19.022541944438164,72.84665597592515,Labore fuga eveniet iusto eum culpa numquam neque.,Fitan Balasubramanian,Female,39,+918661331552,chananidhi@example.com,"32, Boase Nagar, Ujjain 739928"
FIR100526,Burglary,Medium,Resolved,2025-09-18,13:07:43,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.129183070923812,72.83791803728408,Doloremque hic fugit aliquid vel placeat doloribus architecto perspiciatis alias nemo vitae maxime magni expedita perspiciatis.,Brinda Bali,Other,76,+916506373149,hariniwalia@example.com,"18, Sahota Street, Kurnool 717086"
FIR100527,Theft,Medium,Pending,2025-04-18,10:12:15,Kurla West Ext,Mumbai,Maharashtra,19.070704024776667,72.88713714281926,Alias fuga quis deserunt aspernatur autem sapiente cupiditate.,Umang Yogi,Other,77,00136497189,ydeol@example.org,"694, Balan Street, Gudivada 135490"
FIR100528,Kidnapping,High,Resolved,2025-11-01,22:42:38,Kandivali East Ext,Mumbai,Maharashtra,19.21160790628161,72.87015510932629,Illo aliquid nostrum deleniti perspiciatis dolores dolor necessitatibus doloribus.,Om Shankar,Male,36,+914195625257,fitan53@example.com,"H.No. 99, Sengupta Marg, Nadiad 195873"
FIR100529,Fraud,High,Active,2025-06-09,06:12:42,Goregaon East Ext Ext,Mumbai,Maharashtra,19.17197126804279,72.8629597963588,Aliquam tenetur pariatur suscipit molestiae odio maxime velit voluptatibus aperiam minus distinctio error veritatis ipsum aut.,Yasti Chowdhury,Male,79,+915099768389,korpalmohammed@example.net,"H.No. 98, Magar Street, Kishanganj 302178"
FIR100530,Domestic Violence,Low,Resolved,2025-04-16,20:15:28,Dadar Ext,Mumbai,Maharashtra,19.011904793095418,72.85446333241961,Quo inventore dolorum sunt sunt rem qui molestiae error praesentium delectus delectus quisquam.,Amrita Peri,Other,64,0309143639,atharv73@example.net,"80, Puri Marg, Korba 589016"
FIR100531,Vandalism,Low,Resolved,2025-10-20,07:45:47,Kurla East,Mumbai,Maharashtra,19.065179957590036,72.89540978106818,Eos eius quas impedit eius adipisci iure nam quisquam quisquam quis nobis ipsa.,Ridhi Kamdar,Other,79,+910257432630,yatankara@example.com,"81/503, Batra Chowk, Fatehpur 926407"
FIR100532,Theft,Medium,Resolved,2025-09-30,07:33:01,Ghatkopar East Ext,Mumbai,Maharashtra,19.0865740059764,72.92253731848224,Ipsam quos eveniet at possimus labore repudiandae esse non cumque.,Harsh Kota,Male,33,+919752450864,maanavarora@example.com,"H.No. 880, Bhatti Circle, Kozhikode 282968"
FIR100533,Domestic Violence,Critical,Active,2025-12-24,11:51:43,Ghatkopar West Ext,Mumbai,Maharashtra,19.092180486766853,72.8994586002185,Minima optio esse veniam fugit non voluptatem necessitatibus praesentium dolorum repellat ex ipsa.,Bachittar Sengupta,Other,41,+913553380339,anshsubramanian@example.com,"H.No. 85, Bahl Nagar, Siliguri-927411"
FIR100534,Theft,Critical,Pending,2025-05-09,08:27:49,Goregaon West,Mumbai,Maharashtra,19.161956948589545,72.85733076797912,Officiis deserunt eius velit occaecati recusandae nesciunt accusamus nam natus fugiat.,Ijaya Chahal,Female,58,08527017130,ahanda@example.org,"91, Rajan, Tirunelveli-662080"
FIR100535,Fraud,High,Active,2025-08-11,22:47:07,Goregaon West Ext,Mumbai,Maharashtra,19.155352203675974,72.84911258231756,Harum in voluptatum maxime vero commodi voluptates delectus consequuntur quos corporis pariatur officiis voluptate officia eaque.,Jacob Khalsa,Female,21,2321298338,vram@example.com,"917, Gill Nagar, Jammu-443596"
FIR100536,Vandalism,High,Pending,2025-08-04,16:36:47,Colaba Ext,Mumbai,Maharashtra,18.900250881208972,72.81987274328534,Laudantium delectus amet iusto dolorem provident quo amet harum quae dignissimos impedit ullam provident voluptatibus.,Indali Sangha,Female,32,+916742336293,adya65@example.com,"H.No. 87, Bumb Nagar, Hyderabad-242536"
FIR100537,Kidnapping,High,Pending,2025-05-04,14:28:28,Goregaon West Ext,Mumbai,Maharashtra,19.16363157307405,72.86101169099327,Libero doloribus unde ratione eveniet harum reiciendis suscipit perferendis ipsum id reprehenderit.,Liam Jhaveri,Other,42,04973471566,ekajazachariah@example.com,"375, Andra Ganj, Suryapet 976039"
FIR100538,Assault,Medium,Resolved,2026-01-13,07:04:17,Bandra East Ext,Mumbai,Maharashtra,19.07298708472746,72.85295163177896,Repudiandae itaque harum perspiciatis amet explicabo architecto quasi totam odio laboriosam incidunt.,Daniel Panchal,Male,61,+917768962706,desaiekanta@example.net,"H.No. 243, Nadkarni Marg, Aizawl-553648"
FIR100539,Murder,Critical,Pending,2026-01-14,07:02:38,Jogeshwari West Ext Ext,Mumbai,Maharashtra,19.14565859330191,72.84270769128986,Velit eaque voluptas totam cumque alias illum ducimus ipsa deserunt dolorum.,Om Naik,Other,72,01498282467,kabirchar@example.net,"H.No. 40, Ratta Ganj, Sasaram 159773"
FIR100540,Kidnapping,Low,Active,2025-12-21,07:47:10,Powai Ext Ext,Mumbai,Maharashtra,19.109910495870967,72.90381965784722,Debitis aperiam corrupti voluptatem magni ipsam iste aut fuga amet eveniet.,Bimala Loke,Other,52,07468971527,uwason@example.org,"66/232, Sangha Ganj, Eluru 799864"
FIR100541,Assault,Medium,Active,2025-02-15,17:24:40,Malad East Ext,Mumbai,Maharashtra,19.1864033049436,72.85437472677174,Nemo nemo minus perferendis omnis rem illum occaecati doloremque et sequi eum molestiae numquam voluptates totam.,Krishna Sabharwal,Male,72,+912300857666,ijayakapur@example.com,"H.No. 94, Sundaram, Bhavnagar 429862"
FIR100542,Burglary,Low,Pending,2025-03-03,02:41:35,Mulund East Ext Ext,Mumbai,Maharashtra,19.181371959546105,72.95922595990598,Quae magnam ut tempore illum voluptatum delectus laudantium nihil.,Aradhana Date,Male,31,5674916016,chatresh79@example.com,"92/06, Rao Marg, Malda-235699"
FIR100543,Drug Offense,Low,Resolved,2025-09-30,18:13:28,Goregaon West Ext,Mumbai,Maharashtra,19.16664269780843,72.85791107591044,Quod consectetur dignissimos atque illo ullam quia.,Zaid Dhingra,Male,66,2364587506,esarin@example.org,"587, Varma Marg, Shimla-925604"
FIR100544,Cybercrime,Medium,Resolved,2025-07-10,17:42:42,Kurla West Ext Ext,Mumbai,Maharashtra,19.080125935179503,72.8871529356778,Nulla aspernatur reprehenderit aliquam facilis consectetur aspernatur eaque itaque saepe quod ullam neque quisquam.,Yug Ramaswamy,Female,36,03370502497,sendakshesh@example.com,"H.No. 82, Virk Nagar, Narasaraopet 153983"
FIR100545,Cybercrime,Low,Active,2025-12-15,08:47:29,Wadala,Mumbai,Maharashtra,19.021744823328003,72.86295319748474,Nulla accusantium sed labore praesentium expedita nulla atque beatae enim et voluptatem.,Lucky Luthra,Other,55,2439920116,edivan@example.net,"600, Bhavsar Nagar, Bihar Sharif 762914"
FIR100546,Murder,Critical,Resolved,2025-05-14,09:46:41,Goregaon West Ext,Mumbai,Maharashtra,19.162697533543568,72.84825959932984,Aliquid velit ab laborum quasi quia facilis dolore incidunt ab.,Keya Seth,Male,53,09183626448,dhruv49@example.com,"H.No. 91, Mital Ganj, Pune-897528"
FIR100547,Vandalism,Low,Pending,2025-02-13,00:19:28,Goregaon West Ext,Mumbai,Maharashtra,19.153825900447206,72.84214530567057,Tempore voluptatem autem mollitia iste excepturi vel reprehenderit beatae.,Girik Rau,Other,24,6946119524,swaminathanraagini@example.net,"H.No. 998, Narang Marg, Bihar Sharif-240592"
FIR100548,Fraud,Critical,Pending,2025-01-28,05:55:37,Kurla West Ext Ext Ext,Mumbai,Maharashtra,19.07221768370945,72.8811355306737,Dolores rerum aliquam doloribus non ipsam dolorum assumenda impedit illum id aliquam dolore illo.,Jyoti Sha,Female,47,3640270116,meghanakale@example.net,"530, Sundaram, Haldia 948962"
FIR100549,Vandalism,Critical,Active,2025-06-05,18:47:25,Powai,Mumbai,Maharashtra,19.11695381268007,72.90869023640292,Voluptas excepturi ad quis dolorum eveniet excepturi in velit tempora perferendis illo tempora.,Falak Agate,Female,36,6462252237,imukherjee@example.net,"82, Chada Nagar, Bharatpur 079661"
FIR100550,Fraud,Critical,Pending,2025-11-22,19:48:45,Bhandup Ext Ext,Mumbai,Maharashtra,19.15950092043466,72.93258235817682,Corporis quam beatae ab vero temporibus sapiente totam.,Tara Parmar,Male,66,+918179323023,ganga39@example.net,"24, Mukherjee Nagar, Aizawl-412531"
FIR100551,Vandalism,High,Active,2025-03-18,08:37:16,Mulund East Ext,Mumbai,Maharashtra,19.175145087383374,72.95521632867826,Mollitia aliquam neque eum vero quo voluptas assumenda minima sed iste porro dicta.,Mitali Kamdar,Male,42,06791214161,xdhawan@example.net,"95/610, Taneja Nagar, Shimla-217503"
FIR100552,Drug Offense,Low,Pending,2025-10-01,14:38:13,Colaba Ext,Mumbai,Maharashtra,18.904008981274853,72.81884171785123,Voluptas facilis recusandae nemo dolorem possimus doloremque occaecati fuga.,Siddharth Talwar,Other,33,01509377100,abeer90@example.net,"20/25, Bobal, Hazaribagh-337034"
FIR100553,Burglary,Medium,Active,2025-05-08,05:41:57,Thane Ext,Mumbai,Maharashtra,19.227762071373483,72.968896035325,Eligendi nesciunt eum aspernatur sit ex repellendus tempore neque deleniti similique provident dolorem corporis debitis.,Ekantika Mander,Male,64,00901380698,jagdish19@example.org,"H.No. 47, Acharya Road, Kumbakonam-078623"
FIR100554,Burglary,Medium,Resolved,2025-03-30,05:41:10,Mulund East Ext Ext,Mumbai,Maharashtra,19.177727700349365,72.95772826834009,Impedit minus ex ut ex beatae ad quam esse sequi officiis.,Kalpit Sundaram,Other,71,07759655553,uedwin@example.org,"H.No. 765, Bora Zila, Visakhapatnam 173289"
FIR100555,Assault,Low,Pending,2025-11-10,11:37:34,Dadar Ext,Mumbai,Maharashtra,19.005570658955588,72.85662309069588,Eum esse magnam quod atque non deleniti hic.,Chanakya Batra,Male,57,06690551076,praneelgolla@example.org,"H.No. 56, Kumer Ganj, Mahbubnagar 858055"
FIR100556,Domestic Violence,High,Pending,2025-07-17,07:46:49,Jogeshwari East,Mumbai,Maharashtra,19.140611237699336,72.85502419511279,Quam dolore impedit quisquam ab laboriosam quo praesentium deserunt praesentium amet neque.,Tripti Babu,Other,68,2091843579,vdar@example.org,"H.No. 74, Ramanathan Road, Kulti 607700"
FIR100557,Burglary,High,Active,2025-08-29,05:59:47,Kurla West Ext Ext Ext,Mumbai,Maharashtra,19.074920423298472,72.88466454492189,Tempore blanditiis quo ea iste ipsum odit corporis ratione ab vitae earum aperiam reprehenderit exercitationem.,Nakul Sastry,Other,25,7863050505,ravallila@example.com,"30/45, Dalal Road, Surat 982218"
FIR100558,Burglary,Critical,Active,2025-10-28,09:20:41,Lower Parel Ext,Mumbai,Maharashtra,19.00071880393822,72.84521819226566,Cumque tempore rerum dolore distinctio tenetur reprehenderit quia at odit sed fugiat minus iste non fugiat.,Aadi Sangha,Other,35,7397691567,isom@example.com,"66/20, Varkey Ganj, Tinsukia 407880"
FIR100559,Kidnapping,Low,Pending,2025-07-12,21:08:45,Kandivali West Ext Ext,Mumbai,Maharashtra,19.21177300223132,72.8437665119749,Nobis laudantium qui voluptas quo dolores quis architecto animi expedita facilis repudiandae.,Kevin Mittal,Other,45,1649328980,gopalmukhopadhyay@example.com,"H.No. 29, Chana Path, Ichalkaranji-933356"
FIR100560,Kidnapping,Low,Active,2025-09-01,01:47:42,Lower Parel Ext,Mumbai,Maharashtra,18.99943619666938,72.84298713420637,Quo non molestias dolorum officiis laborum distinctio suscipit.,Anusha Chander,Female,33,+917148727178,qushikrishnan@example.com,"H.No. 397, Lall Road, Ambala-670898"
FIR100561,Assault,Medium,Pending,2025-01-30,15:34:14,Kurla West Ext Ext Ext,Mumbai,Maharashtra,19.07201279831178,72.88408554888095,Officia adipisci nobis repellendus quam aliquam expedita quaerat occaecati unde sit.,Zashil Butala,Other,69,+913321160256,gourabha@example.com,"20/19, Chanda, Korba-132661"
FIR100562,Domestic Violence,Low,Resolved,2025-03-11,11:55:09,Kandivali West Ext,Mumbai,Maharashtra,19.204493548625067,72.8489947095233,Voluptatem ex dicta sapiente iusto optio sequi voluptatibus sint.,Noah Ben,Male,36,03471287153,utkarshpanchal@example.net,"48/58, Oza Nagar, Silchar 211960"
FIR100563,Murder,High,Active,2025-02-25,02:42:58,Kandivali East Ext,Mumbai,Maharashtra,19.200123005553767,72.86121115186101,Nemo hic sit iusto sunt eum corporis.,Dalaja Kaur,Female,59,9156686334,norisiya@example.org,"22/053, Singhal, Fatehpur 454470"
FIR100564,Kidnapping,Low,Pending,2026-01-04,14:50:49,Ghatkopar West Ext,Mumbai,Maharashtra,19.0938512121601,72.90072224876158,Ipsum neque reprehenderit illum quis voluptatem rerum omnis ratione.,Gavin Chandran,Female,34,+914111593195,anmol90@example.net,"H.No. 714, Borah Marg, Latur-676626"
FIR100565,Murder,Medium,Resolved,2025-10-22,23:41:56,Navi Mumbai,Mumbai,Maharashtra,19.03690141137396,73.02957834318545,Commodi ipsa similique accusantium blanditiis voluptatibus suscipit ratione.,Tanay Sood,Other,62,+915690409836,prakashgirish@example.org,"H.No. 96, Patla Nagar, Ahmedabad-618402"
FIR100566,Theft,Critical,Resolved,2026-01-13,16:00:56,Bandra West,Mumbai,Maharashtra,19.056477213502678,72.83662272324277,Saepe nesciunt architecto eius nemo repellendus architecto iusto aliquid deserunt consequatur porro pariatur.,Kevin Kara,Female,30,05528993160,wadhwaadvik@example.org,"70/36, Rattan Circle, Bathinda 630663"
FIR100567,Kidnapping,Medium,Pending,2025-03-25,19:37:34,Chembur,Mumbai,Maharashtra,19.047822032261646,72.90009584057213,Ad ut rem pariatur minima iure laudantium libero amet eius nihil consequatur harum consectetur vero.,Aditya Anand,Other,24,7524377294,leena40@example.net,"H.No. 02, Chahal Circle, Shimoga-989103"
FIR100568,Drug Offense,Medium,Active,2025-08-26,11:13:14,Wadala Ext,Mumbai,Maharashtra,19.018707236029655,72.85616172379095,Natus incidunt omnis quasi tenetur esse adipisci laudantium.,Jai Sami,Male,44,+910954814973,ekaraj23@example.net,"030, Patla Street, Lucknow 523759"
FIR100569,Domestic Violence,Critical,Pending,2025-02-09,17:15:08,Kandivali West Ext,Mumbai,Maharashtra,19.192596900407214,72.86096775172693,Odio vitae facere possimus natus beatae nihil cumque alias sint.,Vanya Bobal,Other,27,04605233027,igopal@example.org,"192, Barman Marg, Deoghar-027574"
FIR100570,Assault,Medium,Resolved,2025-12-17,22:16:42,Kandivali East Ext,Mumbai,Maharashtra,19.203527178399344,72.8555409542757,Voluptas fuga dolores unde rerum ut optio reiciendis quas.,Leela Chakraborty,Female,51,6420865675,gunbir29@example.com,"H.No. 92, Nagar Nagar, Proddatur 453811"
FIR100571,Theft,Medium,Pending,2025-06-19,08:26:03,Kurla West Ext Ext Ext,Mumbai,Maharashtra,19.073037610480938,72.88321653402623,Cupiditate aliquid libero autem iure eaque repellat minima odit deleniti molestiae mollitia quasi laudantium libero magni.,Harshil Munshi,Male,53,06184438612,ridhigoel@example.net,"89/655, Kakar Circle, Ichalkaranji 662295"
